year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state
2012,Tabasco,M s de 1 hasta 2 s.m.,17252,13808,3444,0,0,0
2012,Tabasco,M s de 10 s.m.,623462,300673,322789,0,0,0
2012,Tabasco,M s de 2 hasta 3 s.m.,289546,282507,7039,0,0,0
2012,Tabasco,M s de 3 hasta 5 s.m.,232302,167575,64727,0,0,0
2012,Tabasco,M s de 5 hasta 10 s.m.,65176,54982,10194,0,0,0
2012,Tabasco,No especificado,16745,10259,6486,0,0,0
2012,Tabasco,No recibe ingresos,139298,136655,2643,0,0,0
2012,Tamaulipas,1 salario m¡nimo,40862,37859,3003,0,0,0
2012,Tamaulipas,Menos de 1 s.m.,366571,345716,20855,0,0,0
2012,Tamaulipas,M s de 1 hasta 2 s.m.,50495,40126,10369,0,0,0
2012,Tamaulipas,M s de 10 s.m.,1018085,478513,539572,0,0,0
2012,Tamaulipas,M s de 2 hasta 3 s.m.,501978,475036,26942,0,0,0
2012,Tamaulipas,M s de 3 hasta 5 s.m.,945583,571864,373719,0,0,0
2012,Tamaulipas,M s de 5 hasta 10 s.m.,122492,91334,31158,0,0,0
2012,Tamaulipas,No especificado,58770,33181,25589,0,0,0
2012,Tamaulipas,No recibe ingresos,278833,247991,30842,0,0,0
2012,Tlaxcala,1 salario m¡nimo,1714,1311,403,0,0,0
2012,Tlaxcala,Menos de 1 s.m.,282293,252369,29924,0,0,0
2012,Tlaxcala,M s de 1 hasta 2 s.m.,4940,3911,1029,0,0,0
2012,Tlaxcala,M s de 10 s.m.,319232,137770,181462,0,0,0
2012,Tlaxcala,M s de 2 hasta 3 s.m.,172848,169676,3172,0,0,0
2012,Tlaxcala,M s de 3 hasta 5 s.m.,436751,246153,190598,0,0,0
2012,Tlaxcala,M s de 5 hasta 10 s.m.,31737,27160,4577,0,0,0
2012,Tlaxcala,No especificado,5767,3941,1826,0,0,0
2012,Tlaxcala,No recibe ingresos,56180,54184,1996,0,0,0
2012,Veracruz,1 salario m¡nimo,111746,100943,10803,0,0,0
2012,Veracruz,Menos de 1 s.m.,3004201,2785346,218855,0,0,0
2012,Veracruz,M s de 1 hasta 2 s.m.,47200,40490,6710,0,0,0
2012,Veracruz,M s de 10 s.m.,2008212,756892,1251320,0,0,0
2012,Veracruz,M s de 2 hasta 3 s.m.,982959,950020,32939,0,0,0
2012,Veracruz,M s de 3 hasta 5 s.m.,1346302,941739,404563,0,0,0
2012,Veracruz,M s de 5 hasta 10 s.m.,241418,176866,64552,0,0,0
2012,Veracruz,No especificado,40410,30912,9498,0,0,0
2012,Veracruz,No recibe ingresos,549269,518482,30787,0,0,0
2012,Yucat n,1 salario m¡nimo,6999,6168,831,0,0,0
2012,Yucat n,Menos de 1 s.m.,464013,436510,27503,0,0,0
2012,Yucat n,M s de 1 hasta 2 s.m.,14710,11018,3692,0,0,0
2012,Yucat n,M s de 10 s.m.,534238,228364,305874,0,0,0
2012,Yucat n,M s de 2 hasta 3 s.m.,344785,337241,7544,0,0,0
2012,Yucat n,M s de 3 hasta 5 s.m.,626217,317564,308653,0,0,0
2012,Yucat n,M s de 5 hasta 10 s.m.,95981,71787,24194,0,0,0
2012,Yucat n,No especificado,22109,15346,6763,0,0,0
2012,Yucat n,No recibe ingresos,146953,137404,9549,0,0,0
2012,Zacatecas,1 salario m¡nimo,35170,31987,3183,0,0,0
2012,Zacatecas,Menos de 1 s.m.,609443,540449,68994,0,0,0
2012,Zacatecas,M s de 1 hasta 2 s.m.,5631,5288,343,0,0,0
2012,Zacatecas,M s de 10 s.m.,394117,162639,231478,0,0,0
2012,Zacatecas,M s de 2 hasta 3 s.m.,164933,161628,3305,0,0,0
2012,Zacatecas,M s de 3 hasta 5 s.m.,241913,157201,84712,0,0,0
2012,Zacatecas,M s de 5 hasta 10 s.m.,48454,36809,11645,0,0,0
2012,Zacatecas,No especificado,12397,8529,3868,0,0,0
2012,Zacatecas,No recibe ingresos,36641,34081,2560,0,0,0
2013,Aguascalientes,1 salario m¡nimo,7559,6964,595,0,0,0
2013,Aguascalientes,Menos de 1 s.m.,115217,106783,8434,0,0,0
2013,Aguascalientes,M s de 1 hasta 2 s.m.,6675,6049,626,0,0,0
2013,Aguascalientes,M s de 10 s.m.,326772,158698,168074,0,0,0
2013,Aguascalientes,M s de 2 hasta 3 s.m.,132241,125263,6978,0,0,0
2013,Aguascalientes,M s de 3 hasta 5 s.m.,436054,297958,138096,0,0,0
2013,Aguascalientes,M s de 5 hasta 10 s.m.,63517,51322,12195,0,0,0
2013,Aguascalientes,No especificado,14373,10080,4293,0,0,0
2013,Aguascalientes,No recibe ingresos,76777,71811,4966,0,0,0
2013,Baja California,1 salario m¡nimo,12006,9000,3006,0,0,0
2013,Baja California,Menos de 1 s.m.,294922,223942,70980,0,0,0
2013,Baja California,M s de 1 hasta 2 s.m.,47508,33931,13577,0,0,0
2013,Baja California,M s de 10 s.m.,1052166,552864,499302,0,0,0
2013,Baja California,M s de 2 hasta 3 s.m.,363387,354219,9168,0,0,0
2013,Baja California,M s de 3 hasta 5 s.m.,1230058,701654,528404,0,0,0
2013,Baja California,M s de 5 hasta 10 s.m.,138569,102161,36408,0,0,0
2013,Baja California,No especificado,56542,36410,20132,0,0,0
2013,Baja California,No recibe ingresos,196375,171060,25315,0,0,0
2013,Baja California Sur,1 salario m¡nimo,20209,16388,3821,0,0,0
2013,Baja California Sur,Menos de 1 s.m.,114437,97232,17205,0,0,0
2013,Baja California Sur,M s de 1 hasta 2 s.m.,14986,11295,3691,0,0,0
2013,Baja California Sur,M s de 10 s.m.,211061,97181,113880,0,0,0
2013,Baja California Sur,M s de 2 hasta 3 s.m.,111917,106394,5523,0,0,0
2013,Baja California Sur,M s de 3 hasta 5 s.m.,95547,58260,37287,0,0,0
2013,Baja California Sur,M s de 5 hasta 10 s.m.,33422,25555,7867,0,0,0
2013,Baja California Sur,No especificado,11112,7122,3990,0,0,0
2013,Baja California Sur,No recibe ingresos,39499,35615,3884,0,0,0
2013,Campeche,1 salario m¡nimo,30683,24557,6126,0,0,0
2013,Campeche,Menos de 1 s.m.,280001,268647,11354,0,0,0
2013,Campeche,M s de 1 hasta 2 s.m.,7044,5970,1074,0,0,0
2013,Campeche,M s de 10 s.m.,231529,95323,136206,0,0,0
2013,Campeche,M s de 2 hasta 3 s.m.,169178,159689,9489,0,0,0
2013,Campeche,M s de 3 hasta 5 s.m.,150494,75871,74623,0,0,0
2013,Campeche,M s de 5 hasta 10 s.m.,23889,19438,4451,0,0,0
2013,Campeche,No especificado,10177,7545,2632,0,0,0
2013,Campeche,No recibe ingresos,62734,59846,2888,0,0,0
2013,Chiapas,1 salario m¡nimo,9585,6744,2841,0,0,0
2013,Chiapas,Menos de 1 s.m.,2989911,2837957,151954,0,0,0
2013,Chiapas,M s de 1 hasta 2 s.m.,20215,17197,3018,0,0,0
2013,Chiapas,M s de 10 s.m.,1094547,400919,693628,0,0,0
2013,Chiapas,M s de 2 hasta 3 s.m.,484619,473569,11050,0,0,0
2013,Chiapas,M s de 3 hasta 5 s.m.,582965,314729,268236,0,0,0
2013,Chiapas,M s de 5 hasta 10 s.m.,128796,104372,24424,0,0,0
2013,Chiapas,No especificado,22239,17761,4478,0,0,0
2013,Chiapas,No recibe ingresos,232134,228268,3866,0,0,0
2013,Chihuahua,1 salario m¡nimo,56674,51596,5078,0,0,0
2013,Chihuahua,Menos de 1 s.m.,527515,499636,27879,0,0,0
2013,Chihuahua,M s de 1 hasta 2 s.m.,32753,27683,5070,0,0,0
2013,Chihuahua,M s de 10 s.m.,924064,473193,450871,0,0,0
2013,Chihuahua,M s de 2 hasta 3 s.m.,378894,368014,10880,0,0,0
2013,Chihuahua,M s de 3 hasta 5 s.m.,1478213,877228,600985,0,0,0
2013,Chihuahua,M s de 5 hasta 10 s.m.,133681,103329,30352,0,0,0
2013,Chihuahua,No especificado,52635,33291,19344,0,0,0
2013,Chihuahua,No recibe ingresos,159941,141379,18562,0,0,0
2013,Ciudad de Mxico,1 salario m¡nimo,4180,3327,853,0,0,0
2013,Ciudad de Mxico,Menos de 1 s.m.,49668,38610,11058,0,0,0
2013,Ciudad de Mxico,M s de 1 hasta 2 s.m.,38554,24558,13996,0,0,0
2013,Ciudad de Mxico,M s de 10 s.m.,3033968,1503854,1530114,0,0,0
2013,Ciudad de Mxico,M s de 2 hasta 3 s.m.,792929,743206,49723,0,0,0
2013,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1958645,1215215,743430,0,0,0
2013,Ciudad de Mxico,M s de 5 hasta 10 s.m.,447119,313094,134025,0,0,0
2013,Ciudad de Mxico,No especificado,385221,242831,142390,0,0,0
2013,Ciudad de Mxico,No recibe ingresos,914579,821503,93076,0,0,0
2013,Coahuila,1 salario m¡nimo,58891,54519,4372,0,0,0
2013,Coahuila,Menos de 1 s.m.,222364,209067,13297,0,0,0
2013,Coahuila,M s de 1 hasta 2 s.m.,23930,19713,4217,0,0,0
2013,Coahuila,M s de 10 s.m.,802323,359456,442867,0,0,0
2013,Coahuila,M s de 2 hasta 3 s.m.,387694,374628,13066,0,0,0
2013,Coahuila,M s de 3 hasta 5 s.m.,1245862,883574,362288,0,0,0
2013,Coahuila,M s de 5 hasta 10 s.m.,146910,109125,37785,0,0,0
2013,Coahuila,No especificado,39456,29979,9477,0,0,0
2013,Coahuila,No recibe ingresos,170787,155903,14884,0,0,0
2013,Colima,1 salario m¡nimo,10695,9609,1086,0,0,0
2013,Colima,Menos de 1 s.m.,144018,123138,20880,0,0,0
2013,Colima,M s de 1 hasta 2 s.m.,7136,5690,1446,0,0,0
2013,Colima,M s de 10 s.m.,215008,86223,128785,0,0,0
2013,Colima,M s de 2 hasta 3 s.m.,108153,103495,4658,0,0,0
2013,Colima,M s de 3 hasta 5 s.m.,117673,69700,47973,0,0,0
2013,Colima,M s de 5 hasta 10 s.m.,39081,28526,10555,0,0,0
2013,Colima,No especificado,10501,7660,2841,0,0,0
2013,Colima,No recibe ingresos,84162,69577,14585,0,0,0
2013,Durango,1 salario m¡nimo,50310,46774,3536,0,0,0
2013,Durango,Menos de 1 s.m.,410458,394676,15782,0,0,0
2013,Durango,M s de 1 hasta 2 s.m.,6385,4431,1954,0,0,0
2013,Durango,M s de 10 s.m.,471986,185439,286547,0,0,0
2013,Durango,M s de 2 hasta 3 s.m.,199221,193212,6009,0,0,0
2013,Durango,M s de 3 hasta 5 s.m.,477339,340112,137227,0,0,0
2013,Durango,M s de 5 hasta 10 s.m.,61307,46768,14539,0,0,0
2013,Durango,No especificado,12130,5860,6270,0,0,0
2013,Durango,No recibe ingresos,108820,103908,4912,0,0,0
2013,Estado de Mxico,1 salario m¡nimo,24433,24433,0,0,0,0
2013,Estado de Mxico,Menos de 1 s.m.,1294139,1155379,138760,0,0,0
2013,Estado de Mxico,M s de 1 hasta 2 s.m.,54880,49131,5749,0,0,0
2013,Estado de Mxico,M s de 10 s.m.,5282303,2558507,2723796,0,0,0
2013,Estado de Mxico,M s de 2 hasta 3 s.m.,2246526,2194537,51989,0,0,0
2013,Estado de Mxico,M s de 3 hasta 5 s.m.,4882982,3355179,1527803,0,0,0
2013,Estado de Mxico,M s de 5 hasta 10 s.m.,605457,432223,173234,0,0,0
2013,Estado de Mxico,No especificado,286137,227638,58499,0,0,0
2013,Estado de Mxico,No recibe ingresos,1579533,1492710,86823,0,0,0
2013,Guanajuato,1 salario m¡nimo,24798,24693,105,0,0,0
2013,Guanajuato,Menos de 1 s.m.,1046785,918981,127804,0,0,0
2013,Guanajuato,M s de 1 hasta 2 s.m.,31666,21917,9749,0,0,0
2013,Guanajuato,M s de 10 s.m.,1707969,723143,984826,0,0,0
2013,Guanajuato,M s de 2 hasta 3 s.m.,711833,690468,21365,0,0,0
2013,Guanajuato,M s de 3 hasta 5 s.m.,2177530,1401058,776472,0,0,0
2013,Guanajuato,M s de 5 hasta 10 s.m.,302587,235967,66620,0,0,0
2013,Guanajuato,No especificado,45232,31900,13332,0,0,0
2013,Guanajuato,No recibe ingresos,231207,217483,13724,0,0,0
2013,Guerrero,1 salario m¡nimo,10307,8459,1848,0,0,0
2013,Guerrero,Menos de 1 s.m.,1685550,1425854,259696,0,0,0
2013,Guerrero,M s de 1 hasta 2 s.m.,20971,17836,3135,0,0,0
2013,Guerrero,M s de 10 s.m.,822885,286456,536429,0,0,0
2013,Guerrero,M s de 2 hasta 3 s.m.,344302,338814,5488,0,0,0
2013,Guerrero,M s de 3 hasta 5 s.m.,439884,182973,256911,0,0,0
2013,Guerrero,M s de 5 hasta 10 s.m.,87108,69741,17367,0,0,0
2013,Guerrero,No especificado,13250,9526,3724,0,0,0
2013,Guerrero,No recibe ingresos,204001,199556,4445,0,0,0
2013,Hidalgo,1 salario m¡nimo,16655,15670,985,0,0,0
2013,Hidalgo,Menos de 1 s.m.,973203,848464,124739,0,0,0
2013,Hidalgo,M s de 1 hasta 2 s.m.,21937,14616,7321,0,0,0
2013,Hidalgo,M s de 10 s.m.,753451,352585,400866,0,0,0
2013,Hidalgo,M s de 2 hasta 3 s.m.,371454,360705,10749,0,0,0
2013,Hidalgo,M s de 3 hasta 5 s.m.,615730,371270,244460,0,0,0
2013,Hidalgo,M s de 5 hasta 10 s.m.,90251,74316,15935,0,0,0
2013,Hidalgo,No especificado,17872,9548,8324,0,0,0
2013,Hidalgo,No recibe ingresos,156567,152111,4456,0,0,0
2013,Jalisco,1 salario m¡nimo,13033,12905,128,0,0,0
2013,Jalisco,Menos de 1 s.m.,1250991,1122800,128191,0,0,0
2013,Jalisco,M s de 1 hasta 2 s.m.,47175,35206,11969,0,0,0
2013,Jalisco,M s de 10 s.m.,2545296,1160489,1384807,0,0,0
2013,Jalisco,M s de 2 hasta 3 s.m.,926983,896095,30888,0,0,0
2013,Jalisco,M s de 3 hasta 5 s.m.,2427290,1533803,893487,0,0,0
2013,Jalisco,M s de 5 hasta 10 s.m.,368783,279568,89215,0,0,0
2013,Jalisco,No especificado,120174,69058,51116,0,0,0
2013,Jalisco,No recibe ingresos,404805,354960,49845,0,0,0
2013,Michoac n,1 salario m¡nimo,10518,10518,0,0,0,0
2013,Michoac n,Menos de 1 s.m.,1659624,1486835,172789,0,0,0
2013,Michoac n,M s de 1 hasta 2 s.m.,23260,22407,853,0,0,0
2013,Michoac n,M s de 10 s.m.,1294830,519247,775583,0,0,0
2013,Michoac n,M s de 2 hasta 3 s.m.,513615,505501,8114,0,0,0
2013,Michoac n,M s de 3 hasta 5 s.m.,977464,602111,375353,0,0,0
2013,Michoac n,M s de 5 hasta 10 s.m.,194891,141920,52971,0,0,0
2013,Michoac n,No especificado,32204,19139,13065,0,0,0
2013,Michoac n,No recibe ingresos,215225,208243,6982,0,0,0
2013,Morelos,1 salario m¡nimo,6611,6471,140,0,0,0
2013,Morelos,Menos de 1 s.m.,331318,306538,24780,0,0,0
2013,Morelos,M s de 1 hasta 2 s.m.,10736,9170,1566,0,0,0
2013,Morelos,M s de 10 s.m.,598385,252952,345433,0,0,0
2013,Morelos,M s de 2 hasta 3 s.m.,273707,269317,4390,0,0,0
2013,Morelos,M s de 3 hasta 5 s.m.,378293,231785,146508,0,0,0
2013,Morelos,M s de 5 hasta 10 s.m.,54905,42664,12241,0,0,0
2013,Morelos,No especificado,13501,7915,5586,0,0,0
2013,Morelos,No recibe ingresos,139867,131016,8851,0,0,0
2013,Nacional,1 salario m¡nimo,984052,876809,107243,0,0,0
2013,Nacional,Menos de 1 s.m.,26662103,23704448,2957655,0,0,0
2013,Nacional,M s de 1 hasta 2 s.m.,746806,594672,152134,0,0,0
2013,Nacional,M s de 10 s.m.,33854861,15109321,18745540,0,0,0
2013,Nacional,M s de 2 hasta 3 s.m.,14399883,13937033,462850,0,0,0
2013,Nacional,M s de 3 hasta 5 s.m.,30843248,19454852,11388396,0,0,0
2013,Nacional,M s de 5 hasta 10 s.m.,4746592,3563834,1182758,0,0,0
2013,Nacional,No especificado,1667175,1119540,547635,0,0,0
2013,Nacional,No recibe ingresos,8027133,7427334,599799,0,0,0
2013,Nayarit,1 salario m¡nimo,2283,2074,209,0,0,0
2013,Nayarit,Menos de 1 s.m.,388341,361885,26456,0,0,0
2013,Nayarit,M s de 1 hasta 2 s.m.,10299,8915,1384,0,0,0
2013,Nayarit,M s de 10 s.m.,384384,135043,249341,0,0,0
2013,Nayarit,M s de 2 hasta 3 s.m.,127550,123857,3693,0,0,0
2013,Nayarit,M s de 3 hasta 5 s.m.,147361,86361,61000,0,0,0
2013,Nayarit,M s de 5 hasta 10 s.m.,43752,33300,10452,0,0,0
2013,Nayarit,No especificado,14264,8407,5857,0,0,0
2013,Nayarit,No recibe ingresos,63002,59154,3848,0,0,0
2013,Nuevo Le¢n,1 salario m¡nimo,8721,7765,956,0,0,0
2013,Nuevo Le¢n,Menos de 1 s.m.,175720,163152,12568,0,0,0
2013,Nuevo Le¢n,M s de 1 hasta 2 s.m.,41373,33242,8131,0,0,0
2013,Nuevo Le¢n,M s de 10 s.m.,1378154,685488,692666,0,0,0
2013,Nuevo Le¢n,M s de 2 hasta 3 s.m.,724290,681424,42866,0,0,0
2013,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1996029,1457248,538781,0,0,0
2013,Nuevo Le¢n,M s de 5 hasta 10 s.m.,288899,214495,74404,0,0,0
2013,Nuevo Le¢n,No especificado,94740,64668,30072,0,0,0
2013,Nuevo Le¢n,No recibe ingresos,483112,437858,45254,0,0,0
2013,Oaxaca,1 salario m¡nimo,8457,8457,0,0,0,0
2013,Oaxaca,Menos de 1 s.m.,2016943,1689691,327252,0,0,0
2013,Oaxaca,M s de 1 hasta 2 s.m.,8862,7717,1145,0,0,0
2013,Oaxaca,M s de 10 s.m.,892150,283411,608739,0,0,0
2013,Oaxaca,M s de 2 hasta 3 s.m.,416152,408210,7942,0,0,0
2013,Oaxaca,M s de 3 hasta 5 s.m.,769029,314435,454594,0,0,0
2013,Oaxaca,M s de 5 hasta 10 s.m.,81017,66408,14609,0,0,0
2013,Oaxaca,No especificado,18642,11769,6873,0,0,0
2013,Oaxaca,No recibe ingresos,217964,209788,8176,0,0,0
2013,Puebla,1 salario m¡nimo,18740,17734,1006,0,0,0
2013,Puebla,Menos de 1 s.m.,2639295,2117452,521843,0,0,0
2013,Puebla,M s de 1 hasta 2 s.m.,26045,20374,5671,0,0,0
2013,Puebla,M s de 10 s.m.,1712346,721133,991213,0,0,0
2013,Puebla,M s de 2 hasta 3 s.m.,627405,608557,18848,0,0,0
2013,Puebla,M s de 3 hasta 5 s.m.,1456904,868897,588007,0,0,0
2013,Puebla,M s de 5 hasta 10 s.m.,218259,167149,51110,0,0,0
2013,Puebla,No especificado,63555,46052,17503,0,0,0
2013,Puebla,No recibe ingresos,323675,295810,27865,0,0,0
2013,Queretaro,1 salario m¡nimo,4216,4119,97,0,0,0
2013,Queretaro,Menos de 1 s.m.,213535,189260,24275,0,0,0
2013,Queretaro,M s de 1 hasta 2 s.m.,14327,10976,3351,0,0,0
2013,Queretaro,M s de 10 s.m.,417322,190337,226985,0,0,0
2013,Queretaro,M s de 2 hasta 3 s.m.,283814,274850,8964,0,0,0
2013,Queretaro,M s de 3 hasta 5 s.m.,628258,422243,206015,0,0,0
2013,Queretaro,M s de 5 hasta 10 s.m.,92361,69689,22672,0,0,0
2013,Queretaro,No especificado,27640,19803,7837,0,0,0
2013,Queretaro,No recibe ingresos,126982,112349,14633,0,0,0
2013,Quintana Roo,1 salario m¡nimo,3652,3652,0,0,0,0
2013,Quintana Roo,Menos de 1 s.m.,189160,176667,12493,0,0,0
2013,Quintana Roo,M s de 1 hasta 2 s.m.,12246,9117,3129,0,0,0
2013,Quintana Roo,M s de 10 s.m.,463989,209246,254743,0,0,0
2013,Quintana Roo,M s de 2 hasta 3 s.m.,206371,197340,9031,0,0,0
2013,Quintana Roo,M s de 3 hasta 5 s.m.,141251,93188,48063,0,0,0
2013,Quintana Roo,M s de 5 hasta 10 s.m.,77982,54648,23334,0,0,0
2013,Quintana Roo,No especificado,24365,16305,8060,0,0,0
2013,Quintana Roo,No recibe ingresos,158644,145346,13298,0,0,0
2013,San Luis Potos¡,1 salario m¡nimo,43446,40491,2955,0,0,0
2013,San Luis Potos¡,Menos de 1 s.m.,797239,731562,65677,0,0,0
2013,San Luis Potos¡,M s de 1 hasta 2 s.m.,15607,12994,2613,0,0,0
2013,San Luis Potos¡,M s de 10 s.m.,677777,285310,392467,0,0,0
2013,San Luis Potos¡,M s de 2 hasta 3 s.m.,303653,292349,11304,0,0,0
2013,San Luis Potos¡,M s de 3 hasta 5 s.m.,728914,466461,262453,0,0,0
2013,San Luis Potos¡,M s de 5 hasta 10 s.m.,105496,83651,21845,0,0,0
2013,San Luis Potos¡,No especificado,19456,11604,7852,0,0,0
2013,San Luis Potos¡,No recibe ingresos,136836,127241,9595,0,0,0
2013,Sinaloa,1 salario m¡nimo,12537,12537,0,0,0,0
2013,Sinaloa,Menos de 1 s.m.,948117,791483,156634,0,0,0
2013,Sinaloa,M s de 1 hasta 2 s.m.,30089,23733,6356,0,0,0
2013,Sinaloa,M s de 10 s.m.,888790,385743,503047,0,0,0
2013,Sinaloa,M s de 2 hasta 3 s.m.,373863,355675,18188,0,0,0
2013,Sinaloa,M s de 3 hasta 5 s.m.,485804,285950,199854,0,0,0
2013,Sinaloa,M s de 5 hasta 10 s.m.,172416,124533,47883,0,0,0
2013,Sinaloa,No especificado,36566,22614,13952,0,0,0
2013,Sinaloa,No recibe ingresos,134742,125570,9172,0,0,0
2013,Sonora,1 salario m¡nimo,99446,95969,3477,0,0,0
2013,Sonora,Menos de 1 s.m.,493982,424904,69078,0,0,0
2013,Sonora,M s de 1 hasta 2 s.m.,24748,18033,6715,0,0,0
2013,Sonora,M s de 10 s.m.,798385,351068,447317,0,0,0
2013,Sonora,M s de 2 hasta 3 s.m.,391248,372773,18475,0,0,0
2013,Sonora,M s de 3 hasta 5 s.m.,845830,477305,368525,0,0,0
2013,Sonora,M s de 5 hasta 10 s.m.,159204,113043,46161,0,0,0
2013,Sonora,No especificado,55452,33861,21591,0,0,0
2013,Sonora,No recibe ingresos,135142,122818,12324,0,0,0
2013,Tabasco,1 salario m¡nimo,187183,157202,29981,0,0,0
2013,Tabasco,Menos de 1 s.m.,581911,555770,26141,0,0,0
2013,Tabasco,M s de 1 hasta 2 s.m.,13536,9519,4017,0,0,0
2013,Tabasco,M s de 10 s.m.,641975,296472,345503,0,0,0
2013,Tabasco,M s de 2 hasta 3 s.m.,288975,280230,8745,0,0,0
2013,Tabasco,M s de 3 hasta 5 s.m.,231548,168330,63218,0,0,0
2013,Tabasco,M s de 5 hasta 10 s.m.,84756,69394,15362,0,0,0
2013,Tabasco,No especificado,17776,10460,7316,0,0,0
2013,Tabasco,No recibe ingresos,165742,161308,4434,0,0,0
2013,Tamaulipas,1 salario m¡nimo,72243,62419,9824,0,0,0
2013,Tamaulipas,Menos de 1 s.m.,405818,376397,29421,0,0,0
2013,Tamaulipas,M s de 1 hasta 2 s.m.,46282,38000,8282,0,0,0
2013,Tamaulipas,M s de 10 s.m.,1056032,510910,545122,0,0,0
2013,Tamaulipas,M s de 2 hasta 3 s.m.,474304,452697,21607,0,0,0
2013,Tamaulipas,M s de 3 hasta 5 s.m.,1098306,674000,424306,0,0,0
2013,Tamaulipas,M s de 5 hasta 10 s.m.,115687,79805,35882,0,0,0
2013,Tamaulipas,No especificado,53712,27560,26152,0,0,0
2013,Tamaulipas,No recibe ingresos,302355,256916,45439,0,0,0
2013,Tlaxcala,1 salario m¡nimo,518,518,0,0,0,0
2013,Tlaxcala,Menos de 1 s.m.,294658,261969,32689,0,0,0
2013,Tlaxcala,M s de 1 hasta 2 s.m.,1822,1722,100,0,0,0
2013,Tlaxcala,M s de 10 s.m.,339161,140628,198533,0,0,0
2013,Tlaxcala,M s de 2 hasta 3 s.m.,164655,163831,824,0,0,0
2013,Tlaxcala,M s de 3 hasta 5 s.m.,475717,259072,216645,0,0,0
2013,Tlaxcala,M s de 5 hasta 10 s.m.,30897,25733,5164,0,0,0
2013,Tlaxcala,No especificado,5771,4057,1714,0,0,0
2013,Tlaxcala,No recibe ingresos,60477,57542,2935,0,0,0
2013,Veracruz,1 salario m¡nimo,104800,83618,21182,0,0,0
2013,Veracruz,Menos de 1 s.m.,3049070,2820676,228394,0,0,0
2013,Veracruz,M s de 1 hasta 2 s.m.,62368,54551,7817,0,0,0
2013,Veracruz,M s de 10 s.m.,1865331,730986,1134345,0,0,0
2013,Veracruz,M s de 2 hasta 3 s.m.,1009605,990381,19224,0,0,0
2013,Veracruz,M s de 3 hasta 5 s.m.,1282453,874929,407524,0,0,0
2013,Veracruz,M s de 5 hasta 10 s.m.,212903,170202,42701,0,0,0
2013,Veracruz,No especificado,60325,46861,13464,0,0,0
2013,Veracruz,No recibe ingresos,564734,538548,26186,0,0,0
2013,Yucat n,1 salario m¡nimo,5784,5784,0,0,0,0
2013,Yucat n,Menos de 1 s.m.,435799,408258,27541,0,0,0
2013,Yucat n,M s de 1 hasta 2 s.m.,18073,14185,3888,0,0,0
2013,Yucat n,M s de 10 s.m.,583919,250927,332992,0,0,0
2013,Yucat n,M s de 2 hasta 3 s.m.,327063,316662,10401,0,0,0
2013,Yucat n,M s de 3 hasta 5 s.m.,668502,352633,315869,0,0,0
2013,Yucat n,M s de 5 hasta 10 s.m.,103713,79592,24121,0,0,0
2013,Yucat n,No especificado,22134,16276,5858,0,0,0
2013,Yucat n,No recibe ingresos,143396,132067,11329,0,0,0
2013,Zacatecas,1 salario m¡nimo,44879,41843,3036,0,0,0
2013,Zacatecas,Menos de 1 s.m.,642394,570783,71611,0,0,0
2013,Zacatecas,M s de 1 hasta 2 s.m.,5318,4794,524,0,0,0
2013,Zacatecas,M s de 10 s.m.,386603,166090,220513,0,0,0
2013,Zacatecas,M s de 2 hasta 3 s.m.,164282,161071,3211,0,0,0
2013,Zacatecas,M s de 3 hasta 5 s.m.,215319,141320,73999,0,0,0
2013,Zacatecas,M s de 5 hasta 10 s.m.,38977,32103,6874,0,0,0
2013,Zacatecas,No especificado,10021,5980,4041,0,0,0
2013,Zacatecas,No recibe ingresos,33317,30070,3247,0,0,0
2014,Aguascalientes,1 salario m¡nimo,5946,5628,318,0,0,0
2014,Aguascalientes,Menos de 1 s.m.,114684,108579,6105,0,0,0
2014,Aguascalientes,M s de 1 hasta 2 s.m.,8373,6694,1679,0,0,0
2014,Aguascalientes,M s de 10 s.m.,320177,158784,161393,0,0,0
2014,Aguascalientes,M s de 2 hasta 3 s.m.,135677,127589,8088,0,0,0
2014,Aguascalientes,M s de 3 hasta 5 s.m.,455568,314099,141469,0,0,0
2014,Aguascalientes,M s de 5 hasta 10 s.m.,75168,59384,15784,0,0,0
2014,Aguascalientes,No especificado,12434,8067,4367,0,0,0
2014,Aguascalientes,No recibe ingresos,75220,69689,5531,0,0,0
2014,Baja California,1 salario m¡nimo,6184,6184,0,0,0,0
2014,Baja California,Menos de 1 s.m.,265863,203809,62054,0,0,0
2014,Baja California,M s de 1 hasta 2 s.m.,35251,28129,7122,0,0,0
2014,Baja California,M s de 10 s.m.,1014697,516811,497886,0,0,0
2014,Baja California,M s de 2 hasta 3 s.m.,351674,337877,13797,0,0,0
2014,Baja California,M s de 3 hasta 5 s.m.,1505613,889745,615868,0,0,0
2014,Baja California,M s de 5 hasta 10 s.m.,162697,122759,39938,0,0,0
2014,Baja California,No especificado,47484,29122,18362,0,0,0
2014,Baja California,No recibe ingresos,200163,178320,21843,0,0,0
2014,Baja California Sur,1 salario m¡nimo,15380,12118,3262,0,0,0
2014,Baja California Sur,Menos de 1 s.m.,155955,123907,32048,0,0,0
