year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state
2009,Quintana Roo,M s de 10 s.m.,420086,184690,235396,0,0,0
2009,Quintana Roo,M s de 2 hasta 3 s.m.,232546,222125,10421,0,0,0
2009,Quintana Roo,M s de 3 hasta 5 s.m.,146145,89576,56569,0,0,0
2009,Quintana Roo,M s de 5 hasta 10 s.m.,46158,28915,17243,0,0,0
2009,Quintana Roo,No especificado,25414,15643,9771,0,0,0
2009,Quintana Roo,No recibe ingresos,130659,123143,7516,0,0,0
2009,San Luis Potos¡,1 salario m¡nimo,37250,36865,385,0,0,0
2009,San Luis Potos¡,Menos de 1 s.m.,764446,696939,67507,0,0,0
2009,San Luis Potos¡,M s de 1 hasta 2 s.m.,19937,12706,7231,0,0,0
2009,San Luis Potos¡,M s de 10 s.m.,643541,270132,373409,0,0,0
2009,San Luis Potos¡,M s de 2 hasta 3 s.m.,294674,284777,9897,0,0,0
2009,San Luis Potos¡,M s de 3 hasta 5 s.m.,602675,384550,218125,0,0,0
2009,San Luis Potos¡,M s de 5 hasta 10 s.m.,108684,81298,27386,0,0,0
2009,San Luis Potos¡,No especificado,18909,9971,8938,0,0,0
2009,San Luis Potos¡,No recibe ingresos,139072,130907,8165,0,0,0
2009,Sinaloa,1 salario m¡nimo,15466,14252,1214,0,0,0
2009,Sinaloa,Menos de 1 s.m.,881378,785633,95745,0,0,0
2009,Sinaloa,M s de 1 hasta 2 s.m.,25477,21915,3562,0,0,0
2009,Sinaloa,M s de 10 s.m.,902725,385407,517318,0,0,0
2009,Sinaloa,M s de 2 hasta 3 s.m.,397062,381909,15153,0,0,0
2009,Sinaloa,M s de 3 hasta 5 s.m.,502548,304453,198095,0,0,0
2009,Sinaloa,M s de 5 hasta 10 s.m.,133274,100933,32341,0,0,0
2009,Sinaloa,No especificado,42122,26473,15649,0,0,0
2009,Sinaloa,No recibe ingresos,139417,124179,15238,0,0,0
2009,Sonora,1 salario m¡nimo,44776,40264,4512,0,0,0
2009,Sonora,Menos de 1 s.m.,461027,399478,61549,0,0,0
2009,Sonora,M s de 1 hasta 2 s.m.,21717,17207,4510,0,0,0
2009,Sonora,M s de 10 s.m.,714750,339895,374855,0,0,0
2009,Sonora,M s de 2 hasta 3 s.m.,376928,366356,10572,0,0,0
2009,Sonora,M s de 3 hasta 5 s.m.,780426,429441,350985,0,0,0
2009,Sonora,M s de 5 hasta 10 s.m.,96345,72734,23611,0,0,0
2009,Sonora,No especificado,53858,31349,22509,0,0,0
2009,Sonora,No recibe ingresos,104366,97684,6682,0,0,0
2009,Tabasco,1 salario m¡nimo,149651,127993,21658,0,0,0
2009,Tabasco,Menos de 1 s.m.,612884,583473,29411,0,0,0
2009,Tabasco,M s de 1 hasta 2 s.m.,19452,12027,7425,0,0,0
2009,Tabasco,M s de 10 s.m.,572239,275788,296451,0,0,0
2009,Tabasco,M s de 2 hasta 3 s.m.,260638,253780,6858,0,0,0
2009,Tabasco,M s de 3 hasta 5 s.m.,233150,148232,84918,0,0,0
2009,Tabasco,M s de 5 hasta 10 s.m.,75831,62309,13522,0,0,0
2009,Tabasco,No especificado,17083,10263,6820,0,0,0
2009,Tabasco,No recibe ingresos,146278,137281,8997,0,0,0
2009,Tamaulipas,1 salario m¡nimo,47994,37525,10469,0,0,0
2009,Tamaulipas,Menos de 1 s.m.,346591,328019,18572,0,0,0
2009,Tamaulipas,M s de 1 hasta 2 s.m.,22694,19681,3013,0,0,0
2009,Tamaulipas,M s de 10 s.m.,929830,438008,491822,0,0,0
2009,Tamaulipas,M s de 2 hasta 3 s.m.,507209,482377,24832,0,0,0
2009,Tamaulipas,M s de 3 hasta 5 s.m.,848524,539877,308647,0,0,0
2009,Tamaulipas,M s de 5 hasta 10 s.m.,130563,106195,24368,0,0,0
2009,Tamaulipas,No especificado,52163,29798,22365,0,0,0
2009,Tamaulipas,No recibe ingresos,265083,219639,45444,0,0,0
2009,Tlaxcala,1 salario m¡nimo,2238,1661,577,0,0,0
2009,Tlaxcala,Menos de 1 s.m.,300695,267574,33121,0,0,0
2009,Tlaxcala,M s de 1 hasta 2 s.m.,3642,2694,948,0,0,0
2009,Tlaxcala,M s de 10 s.m.,305076,131533,173543,0,0,0
2009,Tlaxcala,M s de 2 hasta 3 s.m.,166160,163948,2212,0,0,0
2009,Tlaxcala,M s de 3 hasta 5 s.m.,402086,226175,175911,0,0,0
2009,Tlaxcala,M s de 5 hasta 10 s.m.,26282,20282,6000,0,0,0
2009,Tlaxcala,No especificado,4611,2564,2047,0,0,0
2009,Tlaxcala,No recibe ingresos,52459,49984,2475,0,0,0
2009,Veracruz,1 salario m¡nimo,153550,130922,22628,0,0,0
2009,Veracruz,Menos de 1 s.m.,2648562,2521297,127265,0,0,0
2009,Veracruz,M s de 1 hasta 2 s.m.,78243,61349,16894,0,0,0
2009,Veracruz,M s de 10 s.m.,1986088,824302,1161786,0,0,0
2009,Veracruz,M s de 2 hasta 3 s.m.,1036676,1006343,30333,0,0,0
2009,Veracruz,M s de 3 hasta 5 s.m.,1194406,758086,436320,0,0,0
2009,Veracruz,M s de 5 hasta 10 s.m.,181835,139179,42656,0,0,0
2009,Veracruz,No especificado,48994,37274,11720,0,0,0
2009,Veracruz,No recibe ingresos,483771,447509,36262,0,0,0
2009,Yucat n,1 salario m¡nimo,3835,3646,189,0,0,0
2009,Yucat n,Menos de 1 s.m.,412064,382693,29371,0,0,0
2009,Yucat n,M s de 1 hasta 2 s.m.,23220,18076,5144,0,0,0
2009,Yucat n,M s de 10 s.m.,567360,249149,318211,0,0,0
2009,Yucat n,M s de 2 hasta 3 s.m.,307745,301626,6119,0,0,0
2009,Yucat n,M s de 3 hasta 5 s.m.,640424,332981,307443,0,0,0
2009,Yucat n,M s de 5 hasta 10 s.m.,98462,74198,24264,0,0,0
2009,Yucat n,No especificado,31210,20164,11046,0,0,0
2009,Yucat n,No recibe ingresos,130373,122475,7898,0,0,0
2009,Zacatecas,1 salario m¡nimo,17869,16978,891,0,0,0
2009,Zacatecas,Menos de 1 s.m.,601873,523940,77933,0,0,0
2009,Zacatecas,M s de 1 hasta 2 s.m.,4059,3267,792,0,0,0
2009,Zacatecas,M s de 10 s.m.,378401,148607,229794,0,0,0
2009,Zacatecas,M s de 2 hasta 3 s.m.,203082,200197,2885,0,0,0
2009,Zacatecas,M s de 3 hasta 5 s.m.,202693,130657,72036,0,0,0
2009,Zacatecas,M s de 5 hasta 10 s.m.,49447,38520,10927,0,0,0
2009,Zacatecas,No especificado,9344,6445,2899,0,0,0
2009,Zacatecas,No recibe ingresos,30153,28448,1705,0,0,0
2010,Aguascalientes,1 salario m¡nimo,5984,5863,121,0,0,0
2010,Aguascalientes,Menos de 1 s.m.,112163,105827,6336,0,0,0
2010,Aguascalientes,M s de 1 hasta 2 s.m.,6103,4737,1366,0,0,0
2010,Aguascalientes,M s de 10 s.m.,313008,146199,166809,0,0,0
2010,Aguascalientes,M s de 2 hasta 3 s.m.,143229,139491,3738,0,0,0
2010,Aguascalientes,M s de 3 hasta 5 s.m.,384347,260225,124122,0,0,0
2010,Aguascalientes,M s de 5 hasta 10 s.m.,49484,40631,8853,0,0,0
2010,Aguascalientes,No especificado,9731,7092,2639,0,0,0
2010,Aguascalientes,No recibe ingresos,60141,56708,3433,0,0,0
2010,Baja California,1 salario m¡nimo,3991,3849,142,0,0,0
2010,Baja California,Menos de 1 s.m.,347271,266753,80518,0,0,0
2010,Baja California,M s de 1 hasta 2 s.m.,38524,29342,9182,0,0,0
2010,Baja California,M s de 10 s.m.,965560,493942,471618,0,0,0
2010,Baja California,M s de 2 hasta 3 s.m.,381820,372089,9731,0,0,0
2010,Baja California,M s de 3 hasta 5 s.m.,979781,571485,408296,0,0,0
2010,Baja California,M s de 5 hasta 10 s.m.,98296,75448,22848,0,0,0
2010,Baja California,No especificado,35431,22149,13282,0,0,0
2010,Baja California,No recibe ingresos,181301,159166,22135,0,0,0
2010,Baja California Sur,1 salario m¡nimo,9402,8380,1022,0,0,0
2010,Baja California Sur,Menos de 1 s.m.,95969,80172,15797,0,0,0
2010,Baja California Sur,M s de 1 hasta 2 s.m.,18229,15564,2665,0,0,0
2010,Baja California Sur,M s de 10 s.m.,204852,94202,110650,0,0,0
2010,Baja California Sur,M s de 2 hasta 3 s.m.,115828,112609,3219,0,0,0
2010,Baja California Sur,M s de 3 hasta 5 s.m.,83544,54193,29351,0,0,0
2010,Baja California Sur,M s de 5 hasta 10 s.m.,29973,24475,5498,0,0,0
2010,Baja California Sur,No especificado,10600,7392,3208,0,0,0
2010,Baja California Sur,No recibe ingresos,38973,34880,4093,0,0,0
2010,Campeche,1 salario m¡nimo,25993,20360,5633,0,0,0
2010,Campeche,Menos de 1 s.m.,299757,283027,16730,0,0,0
2010,Campeche,M s de 1 hasta 2 s.m.,5667,4859,808,0,0,0
2010,Campeche,M s de 10 s.m.,203684,83542,120142,0,0,0
2010,Campeche,M s de 2 hasta 3 s.m.,124518,121227,3291,0,0,0
2010,Campeche,M s de 3 hasta 5 s.m.,131242,65320,65922,0,0,0
2010,Campeche,M s de 5 hasta 10 s.m.,18440,13931,4509,0,0,0
2010,Campeche,No especificado,7986,5050,2936,0,0,0
2010,Campeche,No recibe ingresos,49019,47576,1443,0,0,0
2010,Chiapas,1 salario m¡nimo,3647,3545,102,0,0,0
2010,Chiapas,Menos de 1 s.m.,2820576,2687908,132668,0,0,0
2010,Chiapas,M s de 1 hasta 2 s.m.,27274,18877,8397,0,0,0
2010,Chiapas,M s de 10 s.m.,998641,364794,633847,0,0,0
2010,Chiapas,M s de 2 hasta 3 s.m.,455485,447502,7983,0,0,0
2010,Chiapas,M s de 3 hasta 5 s.m.,577050,318275,258775,0,0,0
2010,Chiapas,M s de 5 hasta 10 s.m.,123636,89612,34024,0,0,0
2010,Chiapas,No especificado,19745,14209,5536,0,0,0
2010,Chiapas,No recibe ingresos,252995,249332,3663,0,0,0
2010,Chihuahua,1 salario m¡nimo,15983,15445,538,0,0,0
2010,Chihuahua,Menos de 1 s.m.,567172,539581,27591,0,0,0
2010,Chihuahua,M s de 1 hasta 2 s.m.,26028,23965,2063,0,0,0
2010,Chihuahua,M s de 10 s.m.,877721,530381,347340,0,0,0
2010,Chihuahua,M s de 2 hasta 3 s.m.,384495,370204,14291,0,0,0
2010,Chihuahua,M s de 3 hasta 5 s.m.,1089846,667324,422522,0,0,0
2010,Chihuahua,M s de 5 hasta 10 s.m.,89515,71500,18015,0,0,0
2010,Chihuahua,No especificado,58970,42795,16175,0,0,0
2010,Chihuahua,No recibe ingresos,135793,124921,10872,0,0,0
2010,Ciudad de Mxico,1 salario m¡nimo,2321,2321,0,0,0,0
2010,Ciudad de Mxico,Menos de 1 s.m.,55065,49908,5157,0,0,0
2010,Ciudad de Mxico,M s de 1 hasta 2 s.m.,53055,44424,8631,0,0,0
2010,Ciudad de Mxico,M s de 10 s.m.,2875259,1463746,1411513,0,0,0
2010,Ciudad de Mxico,M s de 2 hasta 3 s.m.,845224,782894,62330,0,0,0
2010,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1959149,1246194,712955,0,0,0
2010,Ciudad de Mxico,M s de 5 hasta 10 s.m.,458185,310064,148121,0,0,0
2010,Ciudad de Mxico,No especificado,341800,226698,115102,0,0,0
2010,Ciudad de Mxico,No recibe ingresos,879558,791573,87985,0,0,0
2010,Coahuila,1 salario m¡nimo,58429,56447,1982,0,0,0
2010,Coahuila,Menos de 1 s.m.,235083,219942,15141,0,0,0
2010,Coahuila,M s de 1 hasta 2 s.m.,13556,12053,1503,0,0,0
2010,Coahuila,M s de 10 s.m.,813185,373107,440078,0,0,0
2010,Coahuila,M s de 2 hasta 3 s.m.,318699,309879,8820,0,0,0
2010,Coahuila,M s de 3 hasta 5 s.m.,965169,706648,258521,0,0,0
2010,Coahuila,M s de 5 hasta 10 s.m.,133337,101478,31859,0,0,0
2010,Coahuila,No especificado,41630,29365,12265,0,0,0
2010,Coahuila,No recibe ingresos,155112,147107,8005,0,0,0
2010,Colima,1 salario m¡nimo,11403,10320,1083,0,0,0
2010,Colima,Menos de 1 s.m.,147157,129598,17559,0,0,0
2010,Colima,M s de 1 hasta 2 s.m.,7230,5553,1677,0,0,0
2010,Colima,M s de 10 s.m.,198273,79151,119122,0,0,0
2010,Colima,M s de 2 hasta 3 s.m.,104350,99170,5180,0,0,0
2010,Colima,M s de 3 hasta 5 s.m.,103180,64360,38820,0,0,0
2010,Colima,M s de 5 hasta 10 s.m.,32814,23908,8906,0,0,0
2010,Colima,No especificado,11182,6524,4658,0,0,0
2010,Colima,No recibe ingresos,75014,64589,10425,0,0,0
2010,Durango,1 salario m¡nimo,38976,36574,2402,0,0,0
2010,Durango,Menos de 1 s.m.,428351,416564,11787,0,0,0
2010,Durango,M s de 1 hasta 2 s.m.,13952,10660,3292,0,0,0
2010,Durango,M s de 10 s.m.,362449,145849,216600,0,0,0
2010,Durango,M s de 2 hasta 3 s.m.,189906,184670,5236,0,0,0
2010,Durango,M s de 3 hasta 5 s.m.,355464,254436,101028,0,0,0
2010,Durango,M s de 5 hasta 10 s.m.,48346,34659,13687,0,0,0
2010,Durango,No especificado,17412,9892,7520,0,0,0
2010,Durango,No recibe ingresos,119152,112741,6411,0,0,0
2010,Estado de Mxico,1 salario m¡nimo,25417,25289,128,0,0,0
2010,Estado de Mxico,Menos de 1 s.m.,1281096,1152583,128513,0,0,0
2010,Estado de Mxico,M s de 1 hasta 2 s.m.,71243,58581,12662,0,0,0
2010,Estado de Mxico,M s de 10 s.m.,4635525,2433390,2202135,0,0,0
2010,Estado de Mxico,M s de 2 hasta 3 s.m.,2296994,2218563,78431,0,0,0
2010,Estado de Mxico,M s de 3 hasta 5 s.m.,4372577,2987287,1385290,0,0,0
2010,Estado de Mxico,M s de 5 hasta 10 s.m.,707416,503025,204391,0,0,0
2010,Estado de Mxico,No especificado,203558,128043,75515,0,0,0
2010,Estado de Mxico,No recibe ingresos,1647513,1509836,137677,0,0,0
2010,Guanajuato,1 salario m¡nimo,9627,9333,294,0,0,0
2010,Guanajuato,Menos de 1 s.m.,944095,821537,122558,0,0,0
2010,Guanajuato,M s de 1 hasta 2 s.m.,41925,40153,1772,0,0,0
2010,Guanajuato,M s de 10 s.m.,1600254,700373,899881,0,0,0
2010,Guanajuato,M s de 2 hasta 3 s.m.,625899,607154,18745,0,0,0
2010,Guanajuato,M s de 3 hasta 5 s.m.,2040650,1318190,722460,0,0,0
2010,Guanajuato,M s de 5 hasta 10 s.m.,234015,176514,57501,0,0,0
2010,Guanajuato,No especificado,40572,21198,19374,0,0,0
2010,Guanajuato,No recibe ingresos,182539,164644,17895,0,0,0
2010,Guerrero,1 salario m¡nimo,4126,4032,94,0,0,0
2010,Guerrero,Menos de 1 s.m.,1730007,1396991,333016,0,0,0
2010,Guerrero,M s de 1 hasta 2 s.m.,18687,15747,2940,0,0,0
2010,Guerrero,M s de 10 s.m.,823167,293747,529420,0,0,0
2010,Guerrero,M s de 2 hasta 3 s.m.,320497,310759,9738,0,0,0
2010,Guerrero,M s de 3 hasta 5 s.m.,570022,219533,350489,0,0,0
2010,Guerrero,M s de 5 hasta 10 s.m.,104665,87193,17472,0,0,0
2010,Guerrero,No especificado,23486,14297,9189,0,0,0
2010,Guerrero,No recibe ingresos,198632,192731,5901,0,0,0
2010,Hidalgo,1 salario m¡nimo,14044,12851,1193,0,0,0
2010,Hidalgo,Menos de 1 s.m.,904164,790236,113928,0,0,0
2010,Hidalgo,M s de 1 hasta 2 s.m.,9691,8545,1146,0,0,0
2010,Hidalgo,M s de 10 s.m.,593535,241953,351582,0,0,0
2010,Hidalgo,M s de 2 hasta 3 s.m.,407499,400824,6675,0,0,0
2010,Hidalgo,M s de 3 hasta 5 s.m.,608368,343902,264466,0,0,0
2010,Hidalgo,M s de 5 hasta 10 s.m.,98070,76115,21955,0,0,0
2010,Hidalgo,No especificado,17690,10839,6851,0,0,0
2010,Hidalgo,No recibe ingresos,146739,142127,4612,0,0,0
2010,Jalisco,1 salario m¡nimo,8726,8726,0,0,0,0
2010,Jalisco,Menos de 1 s.m.,1278809,1149934,128875,0,0,0
2010,Jalisco,M s de 1 hasta 2 s.m.,41080,29611,11469,0,0,0
2010,Jalisco,M s de 10 s.m.,2463200,1120227,1342973,0,0,0
2010,Jalisco,M s de 2 hasta 3 s.m.,958016,937410,20606,0,0,0
2010,Jalisco,M s de 3 hasta 5 s.m.,2273522,1489295,784227,0,0,0
2010,Jalisco,M s de 5 hasta 10 s.m.,392915,295802,97113,0,0,0
2010,Jalisco,No especificado,102000,72280,29720,0,0,0
2010,Jalisco,No recibe ingresos,417732,377012,40720,0,0,0
2010,Michoac n,1 salario m¡nimo,4905,4905,0,0,0,0
2010,Michoac n,Menos de 1 s.m.,1459087,1305110,153977,0,0,0
2010,Michoac n,M s de 1 hasta 2 s.m.,20390,18729,1661,0,0,0
2010,Michoac n,M s de 10 s.m.,1262255,529732,732523,0,0,0
2010,Michoac n,M s de 2 hasta 3 s.m.,541215,533895,7320,0,0,0
2010,Michoac n,M s de 3 hasta 5 s.m.,900235,613952,286283,0,0,0
2010,Michoac n,M s de 5 hasta 10 s.m.,141384,116835,24549,0,0,0
2010,Michoac n,No especificado,23554,14974,8580,0,0,0
2010,Michoac n,No recibe ingresos,261230,243467,17763,0,0,0
2010,Morelos,1 salario m¡nimo,10660,10533,127,0,0,0
2010,Morelos,Menos de 1 s.m.,356275,324845,31430,0,0,0
2010,Morelos,M s de 1 hasta 2 s.m.,10202,7289,2913,0,0,0
2010,Morelos,M s de 10 s.m.,570370,246035,324335,0,0,0
2010,Morelos,M s de 2 hasta 3 s.m.,310127,304728,5399,0,0,0
2010,Morelos,M s de 3 hasta 5 s.m.,363387,235072,128315,0,0,0
2010,Morelos,M s de 5 hasta 10 s.m.,56267,42754,13513,0,0,0
2010,Morelos,No especificado,22519,13887,8632,0,0,0
2010,Morelos,No recibe ingresos,131965,124555,7410,0,0,0
2010,Nacional,1 salario m¡nimo,740570,679352,61218,0,0,0
2010,Nacional,Menos de 1 s.m.,25463260,22744944,2718316,0,0,0
2010,Nacional,M s de 1 hasta 2 s.m.,719419,592108,127311,0,0,0
2010,Nacional,M s de 10 s.m.,31953727,14621315,17332412,0,0,0
2010,Nacional,M s de 2 hasta 3 s.m.,14414298,13943878,470420,0,0,0
2010,Nacional,M s de 3 hasta 5 s.m.,28343988,17901927,10442061,0,0,0
2010,Nacional,M s de 5 hasta 10 s.m.,4518729,3395961,1122768,0,0,0
2010,Nacional,No especificado,1458251,940620,517631,0,0,0
2010,Nacional,No recibe ingresos,7573219,7006837,566382,0,0,0
2010,Nayarit,1 salario m¡nimo,1960,1960,0,0,0,0
2010,Nayarit,Menos de 1 s.m.,410819,386675,24144,0,0,0
2010,Nayarit,M s de 1 hasta 2 s.m.,10273,6998,3275,0,0,0
2010,Nayarit,M s de 10 s.m.,365883,141206,224677,0,0,0
2010,Nayarit,M s de 2 hasta 3 s.m.,138722,134806,3916,0,0,0
2010,Nayarit,M s de 3 hasta 5 s.m.,166603,92487,74116,0,0,0
2010,Nayarit,M s de 5 hasta 10 s.m.,46632,38100,8532,0,0,0
2010,Nayarit,No especificado,12252,5922,6330,0,0,0
2010,Nayarit,No recibe ingresos,53756,50876,2880,0,0,0
2010,Nuevo Le¢n,1 salario m¡nimo,8085,8085,0,0,0,0
2010,Nuevo Le¢n,Menos de 1 s.m.,200436,188604,11832,0,0,0
2010,Nuevo Le¢n,M s de 1 hasta 2 s.m.,43901,34034,9867,0,0,0
2010,Nuevo Le¢n,M s de 10 s.m.,1331590,633571,698019,0,0,0
2010,Nuevo Le¢n,M s de 2 hasta 3 s.m.,741383,704630,36753,0,0,0
2010,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1695801,1218939,476862,0,0,0
2010,Nuevo Le¢n,M s de 5 hasta 10 s.m.,283326,218672,64654,0,0,0
2010,Nuevo Le¢n,No especificado,98996,55678,43318,0,0,0
2010,Nuevo Le¢n,No recibe ingresos,433940,404701,29239,0,0,0
2010,Oaxaca,1 salario m¡nimo,5744,5438,306,0,0,0
2010,Oaxaca,Menos de 1 s.m.,2021599,1727184,294415,0,0,0
2010,Oaxaca,M s de 1 hasta 2 s.m.,9692,7140,2552,0,0,0
2010,Oaxaca,M s de 10 s.m.,914624,323409,591215,0,0,0
2010,Oaxaca,M s de 2 hasta 3 s.m.,427246,418105,9141,0,0,0
2010,Oaxaca,M s de 3 hasta 5 s.m.,794597,309447,485150,0,0,0
2010,Oaxaca,M s de 5 hasta 10 s.m.,71669,55057,16612,0,0,0
2010,Oaxaca,No especificado,17779,12971,4808,0,0,0
2010,Oaxaca,No recibe ingresos,190091,180581,9510,0,0,0
2010,Puebla,1 salario m¡nimo,49218,48401,817,0,0,0
2010,Puebla,Menos de 1 s.m.,2154349,1690425,463924,0,0,0
2010,Puebla,M s de 1 hasta 2 s.m.,20439,18414,2025,0,0,0
2010,Puebla,M s de 10 s.m.,1645307,709583,935724,0,0,0
2010,Puebla,M s de 2 hasta 3 s.m.,685864,674737,11127,0,0,0
2010,Puebla,M s de 3 hasta 5 s.m.,1591291,926394,664897,0,0,0
2010,Puebla,M s de 5 hasta 10 s.m.,188688,141117,47571,0,0,0
2010,Puebla,No especificado,45947,29289,16658,0,0,0
2010,Puebla,No recibe ingresos,292804,279319,13485,0,0,0
2010,Queretaro,1 salario m¡nimo,3350,3350,0,0,0,0
2010,Queretaro,Menos de 1 s.m.,203798,186088,17710,0,0,0
2010,Queretaro,M s de 1 hasta 2 s.m.,11113,9390,1723,0,0,0
2010,Queretaro,M s de 10 s.m.,430494,199069,231425,0,0,0
2010,Queretaro,M s de 2 hasta 3 s.m.,286321,277826,8495,0,0,0
2010,Queretaro,M s de 3 hasta 5 s.m.,593554,386903,206651,0,0,0
2010,Queretaro,M s de 5 hasta 10 s.m.,83681,65214,18467,0,0,0
2010,Queretaro,No especificado,30193,18443,11750,0,0,0
2010,Queretaro,No recibe ingresos,104039,98587,5452,0,0,0
2010,Quintana Roo,1 salario m¡nimo,1970,1970,0,0,0,0
2010,Quintana Roo,Menos de 1 s.m.,165658,154521,11137,0,0,0
2010,Quintana Roo,M s de 1 hasta 2 s.m.,13732,11045,2687,0,0,0
2010,Quintana Roo,M s de 10 s.m.,446823,198316,248507,0,0,0
2010,Quintana Roo,M s de 2 hasta 3 s.m.,199694,190371,9323,0,0,0
2010,Quintana Roo,M s de 3 hasta 5 s.m.,148215,85147,63068,0,0,0
2010,Quintana Roo,M s de 5 hasta 10 s.m.,49250,32913,16337,0,0,0
2010,Quintana Roo,No especificado,22282,12894,9388,0,0,0
2010,Quintana Roo,No recibe ingresos,144317,135565,8752,0,0,0
2010,San Luis Potos¡,1 salario m¡nimo,29174,27277,1897,0,0,0
2010,San Luis Potos¡,Menos de 1 s.m.,839868,768411,71457,0,0,0
2010,San Luis Potos¡,M s de 1 hasta 2 s.m.,12009,10500,1509,0,0,0
2010,San Luis Potos¡,M s de 10 s.m.,635095,292182,342913,0,0,0
2010,San Luis Potos¡,M s de 2 hasta 3 s.m.,248982,240588,8394,0,0,0
2010,San Luis Potos¡,M s de 3 hasta 5 s.m.,645444,412716,232728,0,0,0
2010,San Luis Potos¡,M s de 5 hasta 10 s.m.,104792,83430,21362,0,0,0
2010,San Luis Potos¡,No especificado,23217,12539,10678,0,0,0
2010,San Luis Potos¡,No recibe ingresos,126262,116856,9406,0,0,0
2010,Sinaloa,1 salario m¡nimo,10589,10589,0,0,0,0
2010,Sinaloa,Menos de 1 s.m.,927581,804270,123311,0,0,0
2010,Sinaloa,M s de 1 hasta 2 s.m.,24397,22884,1513,0,0,0
2010,Sinaloa,M s de 10 s.m.,916063,415343,500720,0,0,0
2010,Sinaloa,M s de 2 hasta 3 s.m.,372546,354202,18344,0,0,0
2010,Sinaloa,M s de 3 hasta 5 s.m.,457968,269258,188710,0,0,0
2010,Sinaloa,M s de 5 hasta 10 s.m.,193190,137675,55515,0,0,0
2010,Sinaloa,No especificado,29263,21732,7531,0,0,0
2010,Sinaloa,No recibe ingresos,131770,116788,14982,0,0,0
2010,Sonora,1 salario m¡nimo,35226,32555,2671,0,0,0
2010,Sonora,Menos de 1 s.m.,467603,416910,50693,0,0,0
2010,Sonora,M s de 1 hasta 2 s.m.,21179,16334,4845,0,0,0
2010,Sonora,M s de 10 s.m.,764728,349496,415232,0,0,0
2010,Sonora,M s de 2 hasta 3 s.m.,358832,345487,13345,0,0,0
2010,Sonora,M s de 3 hasta 5 s.m.,766137,430580,335557,0,0,0
2010,Sonora,M s de 5 hasta 10 s.m.,99008,73178,25830,0,0,0
2010,Sonora,No especificado,35594,21713,13881,0,0,0
2010,Sonora,No recibe ingresos,126227,113890,12337,0,0,0
2010,Tabasco,1 salario m¡nimo,174918,157577,17341,0,0,0
2010,Tabasco,Menos de 1 s.m.,596611,574575,22036,0,0,0
2010,Tabasco,M s de 1 hasta 2 s.m.,14506,11494,3012,0,0,0
2010,Tabasco,M s de 10 s.m.,563494,248958,314536,0,0,0
2010,Tabasco,M s de 2 hasta 3 s.m.,275912,268895,7017,0,0,0
2010,Tabasco,M s de 3 hasta 5 s.m.,239190,164509,74681,0,0,0
2010,Tabasco,M s de 5 hasta 10 s.m.,77541,64886,12655,0,0,0
2010,Tabasco,No especificado,17612,10543,7069,0,0,0
2010,Tabasco,No recibe ingresos,135624,131153,4471,0,0,0
2010,Tamaulipas,1 salario m¡nimo,49402,37051,12351,0,0,0
2010,Tamaulipas,Menos de 1 s.m.,372687,348110,24577,0,0,0
2010,Tamaulipas,M s de 1 hasta 2 s.m.,25804,22005,3799,0,0,0
2010,Tamaulipas,M s de 10 s.m.,963526,441355,522171,0,0,0
2010,Tamaulipas,M s de 2 hasta 3 s.m.,523643,505693,17950,0,0,0
2010,Tamaulipas,M s de 3 hasta 5 s.m.,987275,649199,338076,0,0,0
2010,Tamaulipas,M s de 5 hasta 10 s.m.,124000,95856,28144,0,0,0
2010,Tamaulipas,No especificado,44955,25576,19379,0,0,0
2010,Tamaulipas,No recibe ingresos,254067,231437,22630,0,0,0
2010,Tlaxcala,1 salario m¡nimo,1069,963,106,0,0,0
2010,Tlaxcala,Menos de 1 s.m.,277935,248605,29330,0,0,0
2010,Tlaxcala,M s de 1 hasta 2 s.m.,2733,2210,523,0,0,0
2010,Tlaxcala,M s de 10 s.m.,288491,130418,158073,0,0,0
2010,Tlaxcala,M s de 2 hasta 3 s.m.,159242,155657,3585,0,0,0
2010,Tlaxcala,M s de 3 hasta 5 s.m.,417545,233416,184129,0,0,0
2010,Tlaxcala,M s de 5 hasta 10 s.m.,24512,18483,6029,0,0,0
2010,Tlaxcala,No especificado,7495,4432,3063,0,0,0
2010,Tlaxcala,No recibe ingresos,62640,60374,2266,0,0,0
2010,Veracruz,1 salario m¡nimo,93630,84044,9586,0,0,0
2010,Veracruz,Menos de 1 s.m.,2777403,2625908,151495,0,0,0
2010,Veracruz,M s de 1 hasta 2 s.m.,67713,56005,11708,0,0,0
2010,Veracruz,M s de 10 s.m.,1997997,804252,1193745,0,0,0
2010,Veracruz,M s de 2 hasta 3 s.m.,980498,937571,42927,0,0,0
2010,Veracruz,M s de 3 hasta 5 s.m.,1178684,791997,386687,0,0,0
2010,Veracruz,M s de 5 hasta 10 s.m.,210944,175593,35351,0,0,0
2010,Veracruz,No especificado,49240,34628,14612,0,0,0
2010,Veracruz,No recibe ingresos,408409,380442,27967,0,0,0
2010,Yucat n,1 salario m¡nimo,3655,3655,0,0,0,0
2010,Yucat n,Menos de 1 s.m.,393107,371111,21996,0,0,0
