year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
2006,Baja California,No especificado,42866,27411,15455,2962321,1975112,987209,63.946,36.054,0
2006,Baja California,No recibe ingresos,179639,154500,25139,2962321,1975112,987209,86.006,13.994,0
2006,Baja California Sur,1 salario m¡nimo,5177,5034,143,537056,399463,137593,97.238,2.762,0
2006,Baja California Sur,Menos de 1 s.m.,103055,84212,18843,537056,399463,137593,81.716,18.284,0
2006,Baja California Sur,M s de 1 hasta 2 s.m.,10652,8288,2364,537056,399463,137593,77.807,22.193,0
2006,Baja California Sur,M s de 10 s.m.,166304,84862,81442,537056,399463,137593,51.028,48.972,0
2006,Baja California Sur,M s de 2 hasta 3 s.m.,118192,114539,3653,537056,399463,137593,96.909,3.091,0
2006,Baja California Sur,M s de 3 hasta 5 s.m.,56452,39466,16986,537056,399463,137593,69.911,30.089,0
2006,Baja California Sur,M s de 5 hasta 10 s.m.,25205,19251,5954,537056,399463,137593,76.378,23.622,0
2006,Baja California Sur,No especificado,9443,4918,4525,537056,399463,137593,52.081,47.919,0
2006,Baja California Sur,No recibe ingresos,42576,38893,3683,537056,399463,137593,91.35,8.65,0
2006,Campeche,1 salario m¡nimo,30774,21474,9300,814025,593243,220782,69.78,30.22,0
2006,Campeche,Menos de 1 s.m.,245434,231084,14350,814025,593243,220782,94.153,5.847,0
2006,Campeche,M s de 1 hasta 2 s.m.,4215,3630,585,814025,593243,220782,86.121,13.879,0
2006,Campeche,M s de 10 s.m.,201293,87468,113825,814025,593243,220782,43.453,56.547,0
2006,Campeche,M s de 2 hasta 3 s.m.,128728,120909,7819,814025,593243,220782,93.926,6.074,0
2006,Campeche,M s de 3 hasta 5 s.m.,133213,67003,66210,814025,593243,220782,50.298,49.702,0
2006,Campeche,M s de 5 hasta 10 s.m.,13654,10461,3193,814025,593243,220782,76.615,23.385,0
2006,Campeche,No especificado,9744,6818,2926,814025,593243,220782,69.971,30.029,0
2006,Campeche,No recibe ingresos,46970,44396,2574,814025,593243,220782,94.52,5.48,0
2006,Chiapas,1 salario m¡nimo,2959,2959,0,4780659,3831029,949630,100,0,0
2006,Chiapas,Menos de 1 s.m.,2577604,2460586,117018,4780659,3831029,949630,95.46,4.54,0
2006,Chiapas,M s de 1 hasta 2 s.m.,24902,20289,4613,4780659,3831029,949630,81.475,18.525,0
2006,Chiapas,M s de 10 s.m.,858564,316632,541932,4780659,3831029,949630,36.879,63.121,0
2006,Chiapas,M s de 2 hasta 3 s.m.,464367,454252,10115,4780659,3831029,949630,97.822,2.178,0
2006,Chiapas,M s de 3 hasta 5 s.m.,501461,265287,236174,4780659,3831029,949630,52.903,47.097,0
2006,Chiapas,M s de 5 hasta 10 s.m.,126599,105286,21313,4780659,3831029,949630,83.165,16.835,0
2006,Chiapas,No especificado,21694,12485,9209,4780659,3831029,949630,57.55,42.45,0
2006,Chiapas,No recibe ingresos,202509,193253,9256,4780659,3831029,949630,95.429,4.571,0
2006,Chihuahua,1 salario m¡nimo,6997,6344,653,3460405,2466623,993782,90.667,9.333,0
2006,Chihuahua,Menos de 1 s.m.,519289,497422,21867,3460405,2466623,993782,95.789,4.211,0
2006,Chihuahua,M s de 1 hasta 2 s.m.,31754,29504,2250,3460405,2466623,993782,92.914,7.086,0
2006,Chihuahua,M s de 10 s.m.,833379,449715,383664,3460405,2466623,993782,53.963,46.037,0
2006,Chihuahua,M s de 2 hasta 3 s.m.,418655,402714,15941,3460405,2466623,993782,96.192,3.808,0
2006,Chihuahua,M s de 3 hasta 5 s.m.,1337460,840146,497314,3460405,2466623,993782,62.817,37.183,0
2006,Chihuahua,M s de 5 hasta 10 s.m.,110698,74014,36684,3460405,2466623,993782,66.861,33.139,0
2006,Chihuahua,No especificado,48274,26805,21469,3460405,2466623,993782,55.527,44.473,0
2006,Chihuahua,No recibe ingresos,153899,139959,13940,3460405,2466623,993782,90.942,9.058,0
2006,Ciudad de Mxico,1 salario m¡nimo,7712,5427,2285,7904733,5280348,2624385,70.371,29.629,0
2006,Ciudad de Mxico,Menos de 1 s.m.,79582,68010,11572,7904733,5280348,2624385,85.459,14.541,0
2006,Ciudad de Mxico,M s de 1 hasta 2 s.m.,89123,73440,15683,7904733,5280348,2624385,82.403,17.597,0
2006,Ciudad de Mxico,M s de 10 s.m.,2821687,1456787,1364900,7904733,5280348,2624385,51.628,48.372,0
2006,Ciudad de Mxico,M s de 2 hasta 3 s.m.,848611,815997,32614,7904733,5280348,2624385,96.157,3.843,0
2006,Ciudad de Mxico,M s de 3 hasta 5 s.m.,2134051,1324759,809292,7904733,5280348,2624385,62.077,37.923,0
2006,Ciudad de Mxico,M s de 5 hasta 10 s.m.,605389,424653,180736,7904733,5280348,2624385,70.145,29.855,0
2006,Ciudad de Mxico,No especificado,358945,229704,129241,7904733,5280348,2624385,63.994,36.006,0
2006,Ciudad de Mxico,No recibe ingresos,959633,881571,78062,7904733,5280348,2624385,91.865,8.135,0
2006,Coahuila,1 salario m¡nimo,69209,64855,4354,2695523,1947748,747775,93.709,6.291,0
2006,Coahuila,Menos de 1 s.m.,222105,210799,11306,2695523,1947748,747775,94.91,5.09,0
2006,Coahuila,M s de 1 hasta 2 s.m.,20005,12107,7898,2695523,1947748,747775,60.52,39.48,0
2006,Coahuila,M s de 10 s.m.,691901,325546,366355,2695523,1947748,747775,47.051,52.949,0
2006,Coahuila,M s de 2 hasta 3 s.m.,337158,318951,18207,2695523,1947748,747775,94.6,5.4,0
2006,Coahuila,M s de 3 hasta 5 s.m.,995875,717056,278819,2695523,1947748,747775,72.003,27.997,0
2006,Coahuila,M s de 5 hasta 10 s.m.,150061,113851,36210,2695523,1947748,747775,75.87,24.13,0
2006,Coahuila,No especificado,35712,23701,12011,2695523,1947748,747775,66.367,33.633,0
2006,Coahuila,No recibe ingresos,173497,160882,12615,2695523,1947748,747775,92.729,7.271,0
2006,Colima,1 salario m¡nimo,11578,11238,340,639980,448181,191799,97.063,2.937,0
2006,Colima,Menos de 1 s.m.,135774,116477,19297,639980,448181,191799,85.787,14.213,0
2006,Colima,M s de 1 hasta 2 s.m.,8059,6184,1875,639980,448181,191799,76.734,23.266,0
2006,Colima,M s de 10 s.m.,175026,67321,107705,639980,448181,191799,38.463,61.537,0
2006,Colima,M s de 2 hasta 3 s.m.,99531,96414,3117,639980,448181,191799,96.868,3.132,0
2006,Colima,M s de 3 hasta 5 s.m.,97919,61123,36796,639980,448181,191799,62.422,37.578,0
2006,Colima,M s de 5 hasta 10 s.m.,36362,26950,9412,639980,448181,191799,74.116,25.884,0
2006,Colima,No especificado,11058,7080,3978,639980,448181,191799,64.026,35.974,0
2006,Colima,No recibe ingresos,64673,55394,9279,639980,448181,191799,85.652,14.348,0
2006,Durango,1 salario m¡nimo,31340,26885,4455,1521019,1159671,361348,85.785,14.215,0
2006,Durango,Menos de 1 s.m.,420940,399176,21764,1521019,1159671,361348,94.83,5.17,0
2006,Durango,M s de 1 hasta 2 s.m.,18347,14411,3936,1521019,1159671,361348,78.547,21.453,0
2006,Durango,M s de 10 s.m.,348987,143931,205056,1521019,1159671,361348,41.243,58.757,0
2006,Durango,M s de 2 hasta 3 s.m.,180582,177568,3014,1521019,1159671,361348,98.331,1.669,0
2006,Durango,M s de 3 hasta 5 s.m.,357643,255418,102225,1521019,1159671,361348,71.417,28.583,0
2006,Durango,M s de 5 hasta 10 s.m.,44458,37957,6501,1521019,1159671,361348,85.377,14.623,0
2006,Durango,No especificado,12847,6990,5857,1521019,1159671,361348,54.41,45.59,0
2006,Durango,No recibe ingresos,105875,97335,8540,1521019,1159671,361348,91.934,8.066,0
2006,Estado de Mxico,1 salario m¡nimo,20934,19092,1842,14655978,10347302,4308676,91.201,8.799,0
2006,Estado de Mxico,Menos de 1 s.m.,1215753,1059377,156376,14655978,10347302,4308676,87.138,12.862,0
2006,Estado de Mxico,M s de 1 hasta 2 s.m.,83891,67605,16286,14655978,10347302,4308676,80.587,19.413,0
2006,Estado de Mxico,M s de 10 s.m.,4373965,2191786,2182179,14655978,10347302,4308676,50.11,49.89,0
2006,Estado de Mxico,M s de 2 hasta 3 s.m.,2177886,2121130,56756,14655978,10347302,4308676,97.394,2.606,0
2006,Estado de Mxico,M s de 3 hasta 5 s.m.,4462142,2858716,1603426,14655978,10347302,4308676,64.066,35.934,0
2006,Estado de Mxico,M s de 5 hasta 10 s.m.,626737,483598,143139,14655978,10347302,4308676,77.161,22.839,0
2006,Estado de Mxico,No especificado,271473,181572,89901,14655978,10347302,4308676,66.884,33.116,0
2006,Estado de Mxico,No recibe ingresos,1423197,1364426,58771,14655978,10347302,4308676,95.87,4.13,0
2006,Guanajuato,1 salario m¡nimo,8392,7655,737,5604818,3830193,1774625,91.218,8.782,0
2006,Guanajuato,Menos de 1 s.m.,1065328,927588,137740,5604818,3830193,1774625,87.071,12.929,0
2006,Guanajuato,M s de 1 hasta 2 s.m.,32233,28212,4021,5604818,3830193,1774625,87.525,12.475,0
2006,Guanajuato,M s de 10 s.m.,1419802,602317,817485,5604818,3830193,1774625,42.423,57.577,0
2006,Guanajuato,M s de 2 hasta 3 s.m.,689425,661964,27461,5604818,3830193,1774625,96.017,3.983,0
2006,Guanajuato,M s de 3 hasta 5 s.m.,1876549,1207693,668856,5604818,3830193,1774625,64.357,35.643,0
2006,Guanajuato,M s de 5 hasta 10 s.m.,283528,203307,80221,5604818,3830193,1774625,71.706,28.294,0
2006,Guanajuato,No especificado,48598,27507,21091,5604818,3830193,1774625,56.601,43.399,0
2006,Guanajuato,No recibe ingresos,180963,163950,17013,5604818,3830193,1774625,90.599,9.401,0
2006,Guerrero,1 salario m¡nimo,4653,4653,0,3247770,2201433,1046337,100,0,0
2006,Guerrero,Menos de 1 s.m.,1335555,1139334,196221,3247770,2201433,1046337,85.308,14.692,0
2006,Guerrero,M s de 1 hasta 2 s.m.,11023,9580,1443,3247770,2201433,1046337,86.909,13.091,0
2006,Guerrero,M s de 10 s.m.,714800,223982,490818,3247770,2201433,1046337,31.335,68.665,0
2006,Guerrero,M s de 2 hasta 3 s.m.,341106,333829,7277,3247770,2201433,1046337,97.867,2.133,0
2006,Guerrero,M s de 3 hasta 5 s.m.,526872,211619,315253,3247770,2201433,1046337,40.165,59.835,0
2006,Guerrero,M s de 5 hasta 10 s.m.,97982,79825,18157,3247770,2201433,1046337,81.469,18.531,0
2006,Guerrero,No especificado,30535,20025,10510,3247770,2201433,1046337,65.58,34.42,0
2006,Guerrero,No recibe ingresos,185244,178586,6658,3247770,2201433,1046337,96.406,3.594,0
2006,Hidalgo,1 salario m¡nimo,15800,15800,0,2729981,1958948,771033,100,0,0
2006,Hidalgo,Menos de 1 s.m.,936991,771526,165465,2729981,1958948,771033,82.341,17.659,0
2006,Hidalgo,M s de 1 hasta 2 s.m.,27723,25005,2718,2729981,1958948,771033,90.196,9.804,0
2006,Hidalgo,M s de 10 s.m.,593203,281364,311839,2729981,1958948,771033,47.431,52.569,0
2006,Hidalgo,M s de 2 hasta 3 s.m.,312574,308799,3775,2729981,1958948,771033,98.792,1.208,0
2006,Hidalgo,M s de 3 hasta 5 s.m.,634539,377227,257312,2729981,1958948,771033,59.449,40.551,0
2006,Hidalgo,M s de 5 hasta 10 s.m.,72123,57489,14634,2729981,1958948,771033,79.71,20.29,0
2006,Hidalgo,No especificado,21311,14198,7113,2729981,1958948,771033,66.623,33.377,0
2006,Hidalgo,No recibe ingresos,115717,107540,8177,2729981,1958948,771033,92.934,7.066,0
2006,Jalisco,1 salario m¡nimo,9270,9270,0,7578599,5130519,2448080,100,0,0
2006,Jalisco,Menos de 1 s.m.,1110505,934904,175601,7578599,5130519,2448080,84.187,15.813,0
2006,Jalisco,M s de 1 hasta 2 s.m.,37379,30742,6637,7578599,5130519,2448080,82.244,17.756,0
2006,Jalisco,M s de 10 s.m.,2079967,984607,1095360,7578599,5130519,2448080,47.338,52.662,0
2006,Jalisco,M s de 2 hasta 3 s.m.,1013480,982145,31335,7578599,5130519,2448080,96.908,3.092,0
2006,Jalisco,M s de 3 hasta 5 s.m.,2441473,1466134,975339,7578599,5130519,2448080,60.051,39.949,0
2006,Jalisco,M s de 5 hasta 10 s.m.,374357,282211,92146,7578599,5130519,2448080,75.386,24.614,0
2006,Jalisco,No especificado,88997,52829,36168,7578599,5130519,2448080,59.36,40.64,0
2006,Jalisco,No recibe ingresos,423171,387677,35494,7578599,5130519,2448080,91.612,8.388,0
2006,Michoac n,1 salario m¡nimo,1713,1713,0,4594382,3184121,1410261,100,0,0
2006,Michoac n,Menos de 1 s.m.,1508045,1274373,233672,4594382,3184121,1410261,84.505,15.495,0
2006,Michoac n,M s de 1 hasta 2 s.m.,34025,26149,7876,4594382,3184121,1410261,76.852,23.148,0
2006,Michoac n,M s de 10 s.m.,1193395,459413,733982,4594382,3184121,1410261,38.496,61.504,0
2006,Michoac n,M s de 2 hasta 3 s.m.,481337,475605,5732,4594382,3184121,1410261,98.809,1.191,0
2006,Michoac n,M s de 3 hasta 5 s.m.,913794,554464,359330,4594382,3184121,1410261,60.677,39.323,0
2006,Michoac n,M s de 5 hasta 10 s.m.,174278,144723,29555,4594382,3184121,1410261,83.041,16.959,0
2006,Michoac n,No especificado,54132,35205,18927,4594382,3184121,1410261,65.035,34.965,0
2006,Michoac n,No recibe ingresos,233663,212476,21187,4594382,3184121,1410261,90.933,9.067,0
2006,Morelos,1 salario m¡nimo,2304,1966,338,1710004,1211464,498540,85.33,14.67,0
2006,Morelos,Menos de 1 s.m.,358481,325002,33479,1710004,1211464,498540,90.661,9.339,0
2006,Morelos,M s de 1 hasta 2 s.m.,17105,13853,3252,1710004,1211464,498540,80.988,19.012,0
2006,Morelos,M s de 10 s.m.,529510,232355,297155,1710004,1211464,498540,43.881,56.119,0
2006,Morelos,M s de 2 hasta 3 s.m.,294175,288893,5282,1710004,1211464,498540,98.204,1.796,0
2006,Morelos,M s de 3 hasta 5 s.m.,335613,199165,136448,1710004,1211464,498540,59.344,40.656,0
2006,Morelos,M s de 5 hasta 10 s.m.,46537,36467,10070,1710004,1211464,498540,78.361,21.639,0
2006,Morelos,No especificado,13696,9297,4399,1710004,1211464,498540,67.881,32.119,0
2006,Morelos,No recibe ingresos,112583,104466,8117,1710004,1211464,498540,92.79,7.21,0
2006,Nacional,1 salario m¡nimo,684391,614539,69852,112132939,78893838,33239101,89.794,10.206,0
2006,Nacional,Menos de 1 s.m.,24506670,21495166,3011504,112132939,78893838,33239101,87.711,12.289,0
2006,Nacional,M s de 1 hasta 2 s.m.,800645,645153,155492,112132939,78893838,33239101,80.579,19.421,0
2006,Nacional,M s de 10 s.m.,29258687,13353258,15905429,112132939,78893838,33239101,45.639,54.361,0
2006,Nacional,M s de 2 hasta 3 s.m.,14157868,13726449,431419,112132939,78893838,33239101,96.953,3.047,0
2006,Nacional,M s de 3 hasta 5 s.m.,29122296,17730948,11391348,112132939,78893838,33239101,60.884,39.116,0
2006,Nacional,M s de 5 hasta 10 s.m.,4702020,3525965,1176055,112132939,78893838,33239101,74.988,25.012,0
2006,Nacional,No especificado,1601495,1017238,584257,112132939,78893838,33239101,63.518,36.482,0
2006,Nacional,No recibe ingresos,7298867,6785122,513745,112132939,78893838,33239101,92.961,7.039,0
2006,Nayarit,1 salario m¡nimo,2347,2228,119,1057545,751816,305729,94.93,5.07,0
2006,Nayarit,Menos de 1 s.m.,340091,316625,23466,1057545,751816,305729,93.1,6.9,0
2006,Nayarit,M s de 1 hasta 2 s.m.,7534,5690,1844,1057545,751816,305729,75.524,24.476,0
2006,Nayarit,M s de 10 s.m.,317542,117546,199996,1057545,751816,305729,37.017,62.983,0
2006,Nayarit,M s de 2 hasta 3 s.m.,136097,133423,2674,1057545,751816,305729,98.035,1.965,0
2006,Nayarit,M s de 3 hasta 5 s.m.,151016,87959,63057,1057545,751816,305729,58.245,41.755,0
2006,Nayarit,M s de 5 hasta 10 s.m.,41028,31682,9346,1057545,751816,305729,77.22,22.78,0
2006,Nayarit,No especificado,7663,4516,3147,1057545,751816,305729,58.933,41.067,0
2006,Nayarit,No recibe ingresos,54227,52147,2080,1057545,751816,305729,96.164,3.836,0
2006,Nuevo Le¢n,1 salario m¡nimo,16147,15186,961,4704869,3386052,1318817,94.048,5.952,0
2006,Nuevo Le¢n,Menos de 1 s.m.,182134,165882,16252,4704869,3386052,1318817,91.077,8.923,0
2006,Nuevo Le¢n,M s de 1 hasta 2 s.m.,36584,24497,12087,4704869,3386052,1318817,66.961,33.039,0
2006,Nuevo Le¢n,M s de 10 s.m.,1179429,577241,602188,4704869,3386052,1318817,48.942,51.058,0
2006,Nuevo Le¢n,M s de 2 hasta 3 s.m.,685567,657675,27892,4704869,3386052,1318817,95.932,4.068,0
2006,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1815295,1293267,522028,4704869,3386052,1318817,71.243,28.757,0
2006,Nuevo Le¢n,M s de 5 hasta 10 s.m.,288329,214847,73482,4704869,3386052,1318817,74.515,25.485,0
2006,Nuevo Le¢n,No especificado,96665,67464,29201,4704869,3386052,1318817,69.792,30.208,0
2006,Nuevo Le¢n,No recibe ingresos,404719,369993,34726,4704869,3386052,1318817,91.42,8.58,0
2006,Oaxaca,1 salario m¡nimo,18346,16561,1785,4291640,2832576,1459064,90.27,9.73,0
2006,Oaxaca,Menos de 1 s.m.,2074693,1698759,375934,4291640,2832576,1459064,81.88,18.12,0
2006,Oaxaca,M s de 1 hasta 2 s.m.,7734,6745,989,4291640,2832576,1459064,87.212,12.788,0
2006,Oaxaca,M s de 10 s.m.,798388,235183,563205,4291640,2832576,1459064,29.457,70.543,0
2006,Oaxaca,M s de 2 hasta 3 s.m.,389092,381424,7668,4291640,2832576,1459064,98.029,1.971,0
